gene	mean	median	longest_isoform	merged
ENSG00000268069.2_10	1080	1080	1080	1080
ENSG00000276691.1_8	546	546	546	546
ENSG00000274737.1_11	516	516	516	516
ENSG00000257488.5_7	573	573	573	573
ENSG00000111424.12_15	4176	4270	4762	5202
ENSG00000205537.2_8	1287	1287	1287	1287
ENSG00000278385.1_8	1744	1744	1744	1744
ENSG00000279840.1_7	2973	2973	2973	2973
ENSG00000134291.12_7	996	893	1539	1884
ENSG00000139219.19_10	4750	4750	5059	5089
ENSG00000258203.5_10	540	540	550	1044
ENSG00000257985.1_11	3112	3112	3112	3112
ENSG00000257955.1_10	962	962	962	962
ENSG00000079387.15_16	4825	4456	8089	8140
ENSG00000240399.1_9	531	531	779	779
ENSG00000222635.1	110	110	110	110
ENSG00000226138.4_7	360	360	360	360
ENSG00000152556.17_18	2782	2935	3476	4641
ENSG00000177981.11_12	1083	679	2610	3143
ENSG00000274124.1_8	312	312	312	312
ENSG00000258051.1_7	634	634	634	634
ENSG00000257885.1_6	813	813	813	813
ENSG00000257848.1_7	1044	1044	1044	1044
ENSG00000177875.5_6	2283	2283	2283	2283
ENSG00000279875.1_7	1859	1859	1859	1859
ENSG00000269514.3_10	3155	3375	3645	7091
ENSG00000172640.4_6	954	954	954	954
ENSG00000258234.1_10	566	566	566	566
ENSG00000275228.1_8	531	531	531	531
ENSG00000187166.1_5	1300	1300	1300	1300
ENSG00000258273.1_7	147	147	147	147
ENSG00000167528.13_14	5361	5885	7819	8087
ENSG00000257735.1_11	562	562	562	562
ENSG00000257763.1_3	823	823	823	823
ENSG00000273765.1_9	458	458	458	458
ENSG00000258024.1_5	849	849	849	849
ENSG00000257792.1_5	883	883	883	883
ENSG00000273434.1_5	188	188	188	188
ENSG00000226413.2_5	918	918	918	918
ENSG00000139223.4_6	1064	1064	1064	1064
ENSG00000177627.11_7	904	904	904	904
ENSG00000258121.1_10	588	588	588	588
ENSG00000240443.1_5	463	463	463	463
ENSG00000197376.3_7	1317	1317	2209	2209
ENSG00000284723.2_8	939	939	939	939
ENSG00000198678.5_9	936	936	936	936
ENSG00000167531.6_8	985	985	1243	1247
ENSG00000224709.2_6	958	958	958	958
ENSG00000139620.13_12	2305	2373	2714	2918
ENSG00000221491.2	137	137	137	137
ENSG00000206612.1	135	135	135	135
ENSG00000207313.1	137	137	137	137
ENSG00000129315.12_9	6851	6851	6915	7079
ENSG00000257987.6_11	577	577	577	577
ENSG00000257653.1_10	713	713	713	713
ENSG00000174233.12_11	6144	6092	6464	6783
ENSG00000264201.1	63	63	63	63
ENSG00000257660.5_8	473	473	473	473
ENSG00000271547.1_10	511	511	511	511
ENSG00000207467.1	106	106	106	106
ENSG00000167535.8_10	2249	2237	2931	3176
ENSG00000174243.11_15	3193	3193	3256	3256
ENSG00000172602.11_12	1653	1653	1653	1653
ENSG00000199394.1	99	99	99	99
ENSG00000239617.1_7	396	396	396	396
ENSG00000272822.2_16	939	939	939	939
ENSG00000139537.11_14	1938	1938	2084	2243
ENSG00000134285.11_12	833	825	1052	1957
ENSG00000201678.1	95	95	95	95
ENSG00000134287.10_9	1979	1089	4041	4051
ENSG00000238395.1	99	99	99	99
ENSG00000169884.14_11	1955	1817	2246	2246
ENSG00000200303.1	104	104	104	104
ENSG00000125084.13_7	2422	2422	2422	2422
ENSG00000181418.8_8	3815	3815	3815	3815
ENSG00000258283.1_10	279	279	279	279
ENSG00000257913.4_11	1302	934	2114	2195
ENSG00000181929.13_18	1592	1594	1683	1895
ENSG00000288710.1_6	2273	2273	2273	2273
ENSG00000167548.18_15	18638	18629	20686	20695
ENSG00000167550.11_14	1173	1173	1173	1173
ENSG00000277672.1_9	277	277	277	277
ENSG00000139549.4_9	4683	4683	4683	4683
ENSG00000257346.1_10	717	717	717	717
ENSG00000139636.16_12	2265	2265	2295	2298
ENSG00000123416.15_13	1627	1627	1627	1627
ENSG00000258017.3_13	1422	1098	2597	4075
ENSG00000200309.1	95	95	95	95
ENSG00000167552.15_9	1701	1782	2007	2908
ENSG00000167553.17_7	1738	1695	2823	3285
ENSG00000258101.2_11	1453	1453	1453	1453
ENSG00000258232.2_11	680	680	680	680
ENSG00000258334.1_10	4166	4166	4166	4166
ENSG00000291295.1_1	564	564	564	564
ENSG00000135406.15_12	1800	1800	1800	1800
ENSG00000135451.13_15	1279	808	2771	3338
ENSG00000186897.5_8	2073	2073	2073	2073
ENSG00000178401.16_7	3253	3253	4447	4447
ENSG00000123352.18_10	2882	3199	3320	4762
ENSG00000257954.1_7	647	647	647	647
ENSG00000257464.1_7	229	229	229	229
ENSG00000287537.1_6	710	710	710	710
ENSG00000135519.8_7	4023	4023	4023	4023
ENSG00000187778.14_12	1747	1811	1938	2097
ENSG00000110844.14_14	3365	3311	3602	3862
ENSG00000257964.1_11	570	570	570	570
ENSG00000135436.8_12	2558	2558	2944	4343
ENSG00000199237.1	110	110	110	110
ENSG00000258284.1_5	168	168	168	168
ENSG00000257243.1_7	541	541	541	541
ENSG00000258104.1_5	279	279	279	279
ENSG00000161791.14_16	6917	4120	12625	12740
ENSG00000139644.13_16	2542	2771	3254	3412
ENSG00000257570.1_8	100	100	100	100
ENSG00000257730.1_5	177	177	177	177
ENSG00000167566.17_8	4882	4882	4882	4882
ENSG00000258057.6_9	1846	1994	3078	4725
ENSG00000186666.6_8	3226	3226	3226	3226
ENSG00000257253.2_11	722	722	722	722
ENSG00000242041.1_6	331	331	331	331
ENSG00000135472.9_11	3380	3380	4667	5721
ENSG00000257771.6_10	1948	1868	3394	7444
ENSG00000258135.5_10	1424	1424	2324	2335
ENSG00000167580.8_7	4180	4180	4180	4180
ENSG00000257588.1_11	689	592	1031	1574
ENSG00000257378.1_11	560	560	560	560
ENSG00000161798.7_6	1449	1449	1449	1449
ENSG00000086159.14_7	1407	849	2544	3122
ENSG00000161800.13_9	2364	2636	3229	3567
ENSG00000110881.12_12	3761	3886	4072	4742
ENSG00000066117.15_9	2871	3237	3283	3481
ENSG00000167588.13_13	2239	2239	2887	2887
ENSG00000178449.9_7	612	628	708	970
ENSG00000272368.2_11	582	582	698	1117
ENSG00000139624.14_14	2681	2681	2855	2872
ENSG00000050405.14_14	3278	3612	3920	5131
ENSG00000257298.1_11	4713	4713	4713	4713
ENSG00000257531.2_10	354	354	354	354
ENSG00000257256.1_8	325	325	325	325
ENSG00000221604.1	71	71	71	71
ENSG00000212496.1	107	107	107	107
ENSG00000278842.1_7	1204	1204	1204	1204
ENSG00000185958.10_18	5857	7255	8200	8296
ENSG00000244266.1_7	435	435	435	435
ENSG00000161813.23_17	3766	3621	6441	6724
ENSG00000066084.13_6	8705	8705	8705	8705
ENSG00000207136.1	104	104	104	104
ENSG00000200183.1	106	106	106	106
ENSG00000200428.1	117	117	117	117
ENSG00000271018.1_7	193	193	193	193
ENSG00000123268.9_9	2412	2412	2412	2412
ENSG00000271490.1_7	103	103	103	103
ENSG00000243075.2	330	330	330	330
ENSG00000186452.11_6	2396	2396	3336	3336
ENSG00000271621.1_7	388	388	388	388
ENSG00000185432.12_10	3596	3596	4076	4076
ENSG00000289695.1_4	1595	1595	1595	1595
ENSG00000274156.1_10	523	523	523	523
ENSG00000199740.1	100	100	100	100
ENSG00000271596.1_9	268	268	268	268
ENSG00000214511.4_7	523	568	630	705
ENSG00000274797.1_10	433	433	433	433
ENSG00000110911.17_14	3137	3753	4132	6791
ENSG00000272028.1	108	108	108	108
ENSG00000199903.1	104	104	104	104
ENSG00000050426.16_12	1799	1713	2123	2154
ENSG00000110925.7_10	4517	4517	4517	4517
ENSG00000135457.11_10	2465	1862	3807	3807
ENSG00000244540.2_10	328	328	328	328
ENSG00000257246.2_7	1020	1020	1287	1287
ENSG00000200953.1	110	110	110	110
ENSG00000199824.1	107	107	107	107
ENSG00000184271.18_15	4139	4139	5615	5615
ENSG00000278126.1_3	898	898	898	898
ENSG00000183283.16_6	1135	958	2098	3509
ENSG00000170545.17_10	1046	939	1875	2955
ENSG00000110934.13_12	2084	2059	2231	2387
ENSG00000139610.2_8	953	953	953	953
ENSG00000139629.16_8	5257	5257	5307	5415
ENSG00000050438.17_8	7199	7386	11764	12981
ENSG00000271065.1_9	347	347	347	347
ENSG00000196876.9	5558	5105	11556	12354
ENSG00000257851.2_7	1138	1138	1138	1138
ENSG00000260122.1_9	896	896	896	896
ENSG00000284730.2_9	1005	1005	1005	1005
ENSG00000260473.2_12	1111	1111	1195	2154
ENSG00000261586.2_11	2094	2094	2094	2094
ENSG00000261308.4_10	4705	4705	4705	4705
ENSG00000259887.1_8	427	427	427	427
ENSG00000167612.13_8	1686	1686	1865	1895
ENSG00000258021.1_7	772	772	772	772
ENSG00000139567.13_9	2926	3203	4270	5240
ENSG00000135503.13_11	2426	1791	4531	5526
ENSG00000206992.1	107	107	107	107
ENSG00000161835.11_9	1820	1820	1952	2060
ENSG00000123358.20_14	2433	2589	3511	4053
ENSG00000259884.1_9	614	614	687	915
ENSG00000123395.15_7	1433	1433	1433	1433
ENSG00000257663.1_10	647	647	647	647
ENSG00000284791.2_7	1430	1430	1430	1430
ENSG00000290965.1_1	691	691	933	1382
ENSG00000257989.1_10	512	512	512	512
ENSG00000257542.6_7	984	984	984	984
ENSG00000265009.1	71	71	71	71
ENSG00000265804.1	88	88	88	88
ENSG00000258279.4_10	1229	1229	1311	1533
ENSG00000167767.14_9	3883	3883	3894	3908
ENSG00000257137.7_10	1465	1465	1465	1465
ENSG00000257649.1_5	496	496	496	496
ENSG00000135480.17_8	1625	1625	1625	1625
ENSG00000257671.1_9	1693	1693	1693	1693
ENSG00000170442.12_10	2169	2169	2247	2295
ENSG00000135477.12_8	1464	1464	1464	1464
ENSG00000290966.1_3	1700	1700	1700	1700
ENSG00000284883.2_8	764	764	764	764
ENSG00000257830.1_11	647	647	647	647
ENSG00000285102.1_6	323	323	323	323
ENSG00000205426.11_11	1929	1929	1929	1929
ENSG00000287051.1_5	1643	1643	1643	1643
ENSG00000257829.1_10	624	624	624	624
ENSG00000170523.3_8	1875	1875	1875	1875
ENSG00000274928.7_9	1478	1478	1478	1478
ENSG00000290967.1_3	545	545	545	545
ENSG00000135443.8_7	1917	1917	2447	2703
ENSG00000161849.3_7	2092	2092	2092	2092
ENSG00000258253.1_8	562	562	562	562
ENSG00000161850.3_7	2644	2644	2644	2644
ENSG00000257500.1_8	629	629	629	629
ENSG00000257844.2_10	1099	1099	1099	1099
ENSG00000170454.6_8	2170	2170	2170	2170
ENSG00000185479.6_8	2302	2302	2302	2302
ENSG00000170465.10_8	2309	2309	2309	2309
ENSG00000205420.11_8	2308	2308	2308	2308
ENSG00000186081.12_18	2238	2238	2238	2238
ENSG00000139648.7_8	2263	2263	2263	2263
ENSG00000170484.10_9	2850	2850	2858	2885
ENSG00000170486.11_13	1839	1813	1940	2015
ENSG00000257495.5_7	2185	2185	3808	4094
ENSG00000186049.8_8	2284	2284	2284	2284
ENSG00000258120.2_9	1201	1201	1201	1201
ENSG00000172867.4_8	2450	2450	2450	2450
ENSG00000167768.4_7	2451	2451	2451	2451
ENSG00000189182.10_8	3366	3366	3366	3366
ENSG00000257700.1_8	761	761	761	761
ENSG00000257402.2_9	1181	1181	1181	1181
ENSG00000258036.2_9	989	989	989	989
ENSG00000257616.1_7	2441	2441	2441	2441
ENSG00000257343.1_9	495	495	495	495
ENSG00000257675.1_5	1352	1352	1352	1352
ENSG00000257125.1_7	433	433	433	433
ENSG00000258071.1_5	489	489	489	489
ENSG00000185069.2_7	2529	2529	2529	2529
ENSG00000257404.1_7	190	190	190	190
ENSG00000186442.7_7	2319	2319	2319	2319
ENSG00000170477.13_8	2141	2141	2141	2141
ENSG00000185640.6_10	2123	2123	2123	2123
ENSG00000257389.1_7	337	337	337	337
ENSG00000170423.13_14	2743	2743	2933	3002
ENSG00000241146.1_3	957	957	957	957
ENSG00000170421.13_16	1945	1833	2437	4581
ENSG00000111057.11_12	1509	1420	1696	1860
ENSG00000265039.1	88	88	88	88
ENSG00000063046.18_12	2592	1985	3856	3871
ENSG00000257475.2_11	536	536	536	536
ENSG00000257337.9_12	2066	1870	2863	4775
ENSG00000111077.18_11	4699	4725	4944	5243
ENSG00000167778.9_8	2278	2278	2902	3013
ENSG00000167779.9_11	860	833	1177	1343
ENSG00000167780.12_7	2073	2073	2073	2073
ENSG00000258074.1_5	636	636	636	636
ENSG00000238669.1	107	107	107	107
ENSG00000258016.1_5	275	275	275	275
ENSG00000257790.1_5	1213	1213	1213	1213
ENSG00000139631.20_14	2248	2288	2645	2957
ENSG00000257808.1_8	481	481	481	481
ENSG00000139651.11_6	8557	8557	8557	8557
ENSG00000139626.16_10	2578	2791	2806	2837
ENSG00000172819.17_13	2293	2238	2917	3430
ENSG00000283536.3_12	823	823	823	823
ENSG00000182544.9_7	1900	1900	2038	2213
ENSG00000135476.12_7	6618	6618	6618	6618
ENSG00000123349.15_12	575	565	847	997
ENSG00000288663.1_3	5568	5568	5568	5568
ENSG00000257605.4_14	708	708	708	708
ENSG00000139637.14_8	1010	988	1202	1259
ENSG00000094914.14_10	1865	1759	2292	2873
ENSG00000170374.6_13	2522	2971	3123	3184
ENSG00000185591.10_13	7641	7641	7680	7726
ENSG00000135409.11_8	1741	1787	2001	2001
ENSG00000205352.11_15	829	798	1105	1543
ENSG00000257379.1_9	1571	1571	1571	1571
ENSG00000197111.16_14	2038	1730	3159	3171
ENSG00000282977.1_5	590	590	590	590
ENSG00000139625.13_12	3841	4261	4319	4586
ENSG00000270175.2_10	1425	1425	1425	1425
ENSG00000139546.12_17	1341	1402	1510	1658
ENSG00000139574.9_8	440	440	440	440
ENSG00000267281.3_14	1609	1609	1609	1609
ENSG00000170653.19_14	3080	1892	6660	7353
ENSG00000257550.2_11	2390	2390	2390	2390
ENSG00000285692.1_6	867	867	867	867
ENSG00000275488.1_9	807	807	807	807
ENSG00000135390.21_17	1168	954	1950	2157
ENSG00000213470.4_8	364	364	364	364
ENSG00000012822.16_15	4509	4732	5866	6847
ENSG00000286069.2_7	2421	2421	2421	2421
ENSG00000260492.3_8	1566	1566	1566	1566
ENSG00000260030.1_8	429	429	429	429
ENSG00000223213.1	43	43	43	43
ENSG00000253053.1	295	295	295	295
ENSG00000249641.2_10	1408	1408	1408	1408
ENSG00000123364.5_6	2357	2357	2357	2357
ENSG00000123407.4_7	3266	3266	3266	3266
ENSG00000228630.7_10	2421	2421	2421	2421
ENSG00000123388.4_6	2650	2650	3261	3265
ENSG00000251151.2_8	481	533	544	998
ENSG00000180818.5_7	1976	1976	1976	1976
ENSG00000273049.1_13	777	777	777	777
ENSG00000197757.8_12	2297	2297	2943	3169
ENSG00000207924.1	110	110	110	110
ENSG00000250133.2_9	504	504	504	504
ENSG00000180806.5_7	1489	1489	1505	1544
ENSG00000250451.5_8	548	548	548	548
ENSG00000037965.6_7	2417	2417	2417	2417
ENSG00000198353.8_8	1616	1616	1708	2309
ENSG00000273046.1_12	1389	1389	1389	1389
ENSG00000260597.1_9	2680	2680	2680	2680
ENSG00000172789.4_5	1611	1611	1611	1611
ENSG00000207571.1	96	96	96	96
ENSG00000248265.2_11	4434	4434	4434	4434
ENSG00000291180.1_1	692	692	821	1301
ENSG00000250654.8_12	236	236	236	236
ENSG00000249388.3_13	853	766	1059	1185
ENSG00000250432.5_13	609	609	719	995
ENSG00000202146.1	112	112	112	112
ENSG00000123415.16_15	1457	1326	2681	4075
ENSG00000250742.6_12	1832	1598	2792	4346
ENSG00000260470.1_11	2157	2157	2157	2157
ENSG00000257534.1_11	754	754	754	754
ENSG00000248576.1_11	403	403	403	403
ENSG00000094916.16_10	4757	1832	11546	11869
ENSG00000265371.1	80	80	80	80
ENSG00000241785.2	280	280	280	280
ENSG00000257596.1_9	735	735	735	735
ENSG00000258344.1_10	567	567	567	567
ENSG00000289154.2_2	1087	1087	1087	1087
ENSG00000135486.19_12	2409	2278	4121	6137
ENSG00000123405.14_12	1667	1657	1833	2242
ENSG00000111481.10_9	989	797	1890	2955
ENSG00000207381.1	107	107	107	107
ENSG00000199122.1	99	99	99	99
ENSG00000264028.1	252	252	252	252
ENSG00000258137.6_11	548	548	564	945
ENSG00000258086.1_13	546	546	546	546
ENSG00000289854.1_1	724	724	724	724
ENSG00000139572.4_8	1775	1775	2041	2043
ENSG00000161642.18_14	2136	2350	2494	2747
ENSG00000161638.11_9	4250	4250	4250	4250
ENSG00000257477.1_7	454	454	454	454
ENSG00000170627.11_9	1214	1214	1621	1678
ENSG00000123338.13_7	6296	6296	8980	9032
ENSG00000257824.1_10	577	577	577	577
ENSG00000123360.12_8	2351	2150	3193	3500
ENSG00000135447.17_9	2159	2159	2491	3984
ENSG00000257780.5_7	539	553	781	781
ENSG00000135413.9_12	528	528	552	552
ENSG00000161634.12_11	594	594	670	711
ENSG00000257634.1_8	700	700	700	700
ENSG00000270858.1_7	844	844	844	844
ENSG00000172551.12_10	462	462	485	564
ENSG00000135426.16_16	2753	2000	4188	4763
ENSG00000257870.1_8	592	592	592	592
ENSG00000123307.4_6	3927	3927	3927	3927
ENSG00000196534.5_6	2079	2079	3217	3217
ENSG00000257350.1_7	1453	1453	1453	1453
ENSG00000170605.7_9	2121	2121	3120	3265
ENSG00000224622.1_3	877	877	877	877
ENSG00000227423.2_3	905	905	905	905
ENSG00000179919.3_6	951	951	951	951
ENSG00000197706.3	1105	1105	1105	1105
ENSG00000213451.2_3	893	893	893	893
ENSG00000205331.5_3	892	892	892	892
ENSG00000188324.4_9	1521	1521	1521	1521
ENSG00000230307.1_3	923	923	923	923
ENSG00000205330.4_10	1559	1559	2055	2061
ENSG00000205329.3_8	1191	1191	1341	1403
ENSG00000257757.1_3	934	934	934	934
ENSG00000187857.5_8	4569	4569	4569	4569
ENSG00000290813.1_1	1107	1107	1107	1107
ENSG00000203408.5_8	913	913	913	913
ENSG00000290814.1_1	4627	4627	4627	4627
ENSG00000233606.3_7	930	930	930	930
ENSG00000257414.1_3	358	358	358	358
ENSG00000205328.3_3	939	939	939	939
ENSG00000179899.8_5	3061	3061	3061	3061
ENSG00000185821.3_6	939	939	939	939
ENSG00000258763.5_12	555	555	555	555
ENSG00000179695.3_11	1893	1893	2105	2112
ENSG00000184954.4_9	939	939	939	939
ENSG00000205327.3_6	939	939	939	939
ENSG00000234670.1_3	825	825	825	825
ENSG00000179626.4_10	3725	4989	5141	5151
ENSG00000266016.1	88	88	88	88
ENSG00000179615.3_9	1548	1548	1548	1548
ENSG00000290754.1_1	4384	4384	4384	4384
ENSG00000272937.3_8	932	932	932	932
ENSG00000175398.3_3	942	942	942	942
ENSG00000258921.1_13	488	488	488	488
ENSG00000272837.1_5	469	469	469	469
ENSG00000258907.2_11	611	611	611	611
ENSG00000270458.1_11	165	165	165	165
ENSG00000170439.8_9	1316	1316	1316	1316
ENSG00000135424.19_14	3830	3870	4138	4636
ENSG00000289965.1_1	392	392	392	392
ENSG00000258311.5_16	1874	1874	3382	3510
ENSG00000135441.8_9	736	562	1229	1655
ENSG00000135437.10_8	1195	1259	1274	1305
ENSG00000135404.12_14	851	824	1233	2097
ENSG00000258056.3_11	1458	1458	1458	1458
ENSG00000257384.1_7	283	283	283	283
ENSG00000135414.10_14	8801	8801	8801	8801
ENSG00000205323.9_9	812	812	898	1025
ENSG00000257390.5_15	1807	1807	1807	1807
ENSG00000257509.1_11	529	529	529	529
ENSG00000123353.10_6	972	715	2019	2109
ENSG00000135392.19_14	3269	3284	3618	4190
ENSG00000182796.16_10	1634	1054	2924	3754
ENSG00000123342.16_9	2160	1813	3236	3356
ENSG00000257966.1_5	2555	2555	2555	2555
ENSG00000207339.1	164	164	164	164
ENSG00000257569.1_3	319	319	319	319
ENSG00000170473.17_14	1054	1073	1207	1940
ENSG00000065357.20_11	2722	2727	2770	2959
ENSG00000273973.1_8	560	560	560	560
ENSG00000185664.15_18	1956	2126	2516	2596
ENSG00000123374.11_6	1564	1492	2240	2393
ENSG00000258554.1_11	565	565	565	565
ENSG00000111540.16_10	2655	2426	5273	5361
ENSG00000237493.3_11	604	604	604	604
ENSG00000139531.13_8	2189	2335	2860	3419
ENSG00000123411.15_9	4318	5125	5313	5617
ENSG00000273890.1_9	484	484	484	484
ENSG00000257449.1_11	300	300	300	300
ENSG00000197728.11_11	1011	1140	1272	1293
ENSG00000065361.17_11	4393	5417	5615	6814
ENSG00000257411.2_15	489	489	489	489
ENSG00000170515.14_11	1735	1735	2386	2408
ENSG00000257553.1_11	434	434	434	434
ENSG00000229117.9_6	572	572	676	719
ENSG00000139641.13_6	3878	3878	4180	4210
ENSG00000135482.7_9	7121	7121	7121	7121
ENSG00000258345.1_11	470	470	470	470
ENSG00000258317.1_11	720	720	882	1294
ENSG00000257809.1_11	540	540	540	540
ENSG00000196465.11_10	875	795	1305	1369
ENSG00000092841.19_13	761	684	1438	2163
ENSG00000139613.12_15	4319	4173	5090	5174
ENSG00000258199.1_11	403	403	403	403
ENSG00000266023.1	250	250	250	250
ENSG00000181852.18_12	3034	2452	5593	5865
ENSG00000139579.13_8	1528	1411	1775	1792
ENSG00000139540.12_7	2005	2005	2031	2159
ENSG00000139645.11_9	8681	8681	8681	8681
ENSG00000135469.14_10	1449	1410	1570	1833
ENSG00000258260.1_10	542	542	542	542
ENSG00000062485.19_15	2621	2915	3057	3146
ENSG00000144785.8_18	937	937	937	937
ENSG00000257303.4_12	2022	2022	3558	3670
ENSG00000257740.1_9	437	437	437	437
ENSG00000257727.6_10	1450	1450	1450	1450
ENSG00000135473.16_14	4718	4592	5301	5562
ENSG00000110944.9_6	1037	1037	1037	1037
ENSG00000170581.15_15	4036	4319	4405	4794
ENSG00000252206.1	64	64	64	64
ENSG00000175336.10_8	1750	1750	1750	1750
ENSG00000274823.1_6	514	514	514	514
ENSG00000259099.2_10	1653	1653	1653	1653
ENSG00000276272.1_8	1247	1247	1247	1247
ENSG00000274569.1_7	399	399	399	399
ENSG00000111602.12_11	4767	4767	5158	5158
ENSG00000135517.9_11	2614	2614	2614	2614
ENSG00000285528.1_7	2246	2246	2246	2246
ENSG00000176422.14_7	10769	10769	10769	10769
ENSG00000135423.13_10	2343	2341	2518	2719
ENSG00000257576.1_5	1702	1702	1702	1702
ENSG00000076067.14_9	3223	1477	8488	8586
ENSG00000201579.1	104	104	104	104
ENSG00000076108.12_17	8789	8831	8938	9136
ENSG00000110955.9_14	1759	1759	1759	1759
ENSG00000207031.1	75	75	75	75
ENSG00000110958.16_8	1406	1282	2077	2077
ENSG00000241217.2	295	295	295	295
ENSG00000196531.14_14	1650	1066	6387	8773
ENSG00000285625.1_12	588	588	588	588
ENSG00000198056.16_12	1660	1684	1875	2240
ENSG00000025423.11_7	1611	1547	1751	1923
ENSG00000258679.1_8	2300	2300	3942	3942
ENSG00000273536.1_8	301	301	301	301
ENSG00000258816.1_8	193	193	193	193
ENSG00000212383.1	134	134	134	134
ENSG00000170426.2_8	1789	1789	1789	1789
ENSG00000278400.1_7	309	309	309	309
ENSG00000139547.8_8	1698	1698	1698	1698
ENSG00000278399.1_9	926	926	926	926
ENSG00000287715.1_3	2893	2893	2893	2893
ENSG00000166856.3_7	2001	2001	3411	3411
ENSG00000166860.3_8	6268	6268	6268	6268
ENSG00000166863.13_17	707	731	804	918
ENSG00000166866.13_11	3645	3645	3658	3681
ENSG00000166881.10_11	5493	5493	5617	5617
ENSG00000166886.13_12	2404	2404	2491	2511
ENSG00000166888.12_14	3260	3037	4018	4465
ENSG00000263832.1	101	101	101	101
ENSG00000123384.14_9	5240	2172	14923	16894
ENSG00000259125.1_9	485	485	645	879
ENSG00000221365.1	73	73	73	73
ENSG00000182379.10_6	1805	1805	1805	1805
ENSG00000202067.1	124	124	124	124
ENSG00000276727.1_8	701	701	701	701
ENSG00000182199.11_11	1993	2006	2157	2649
ENSG00000185633.11_8	1004	943	1186	1317
ENSG00000185482.8_9	1413	1580	1645	1650
ENSG00000258830.1_14	2107	2107	2107	2107
ENSG00000179912.21_14	4038	4084	4411	4856
ENSG00000201198.1	108	108	108	108
ENSG00000258001.1_8	548	548	548	548
ENSG00000175189.4_6	3202	3202	3202	3202
ENSG00000139269.3_7	2460	2460	2460	2460
ENSG00000287200.1_6	2042	2042	2042	2042
ENSG00000111087.10_7	3613	3475	3972	3972
ENSG00000123329.20_18	2644	2599	2912	3682
ENSG00000166986.15_9	1444	1399	2797	2797
ENSG00000252865.1	72	72	72	72
ENSG00000264046.1	324	324	324	324
ENSG00000175197.13_11	946	940	1067	1307
ENSG00000285133.1_7	105	105	105	105
ENSG00000208028.1	97	97	97	97
ENSG00000166987.15_12	4202	4202	4202	4202
ENSG00000175203.17_15	1781	1705	1973	2184
ENSG00000155980.13_13	5173	5675	5814	5817
ENSG00000166908.18_7	2285	2217	3176	3194
ENSG00000178498.16_13	2283	2047	3199	3402
ENSG00000240771.8_11	2301	2246	2554	2946
ENSG00000224713.4_13	2355	2355	2355	2355
ENSG00000287908.1_6	2773	2773	2773	2773
ENSG00000135502.19_9	1455	1794	2070	3078
ENSG00000135454.14_10	2495	1861	5368	6618
ENSG00000238436.1	96	96	96	96
ENSG00000242990.2_7	586	586	586	586
ENSG00000135506.17_17	2639	2791	2970	3036
ENSG00000257342.1_10	699	699	699	699
ENSG00000135439.12_16	5409	5409	5430	7112
ENSG00000255737.2_6	1500	1500	1500	1500
ENSG00000135452.10_10	2529	3434	3678	3694
ENSG00000135446.17_14	1357	1650	1865	2002
ENSG00000139266.6_7	2324	2324	2981	3602
ENSG00000111012.10_11	1674	1674	2372	2558
ENSG00000037897.17_11	1237	1237	1378	1392
ENSG00000123427.17_10	1711	1761	2762	3158
ENSG00000257921.6_15	2246	2246	2246	2246
ENSG00000266465.1	70	70	70	70
ENSG00000123297.20_14	1248	1057	1997	2605
ENSG00000135407.11_14	2989	2989	3087	3499
ENSG00000270039.1_9	578	578	578	578
ENSG00000206749.1	107	107	107	107
ENSG00000269903.1_8	433	433	433	433
ENSG00000175215.11_12	2380	1368	4785	4880
ENSG00000207789.1	84	84	84	84
ENSG00000257953.1_8	610	610	610	610
ENSG00000245651.3_12	2114	1766	3507	4811
ENSG00000273805.1_8	1315	1315	1315	1315
ENSG00000166896.9_13	3134	3134	3134	3134
ENSG00000257698.3_13	1204	940	2214	3812
ENSG00000257159.1_7	633	633	633	633
ENSG00000222210.1	313	313	313	313
ENSG00000257668.1_7	967	967	967	967
ENSG00000257541.1_9	484	484	484	484
ENSG00000279134.1_7	3100	3100	3100	3100
ENSG00000279411.1_7	2029	2029	2029	2029
ENSG00000241423.2_5	488	488	488	488
ENSG00000258133.1_9	543	543	543	543
ENSG00000258231.5_10	1447	1447	1447	1447
ENSG00000257259.3_10	1143	1031	1975	4356
ENSG00000139263.12_15	3856	3856	4046	4172
ENSG00000257443.2_9	1634	1634	1634	1634
ENSG00000244390.2_7	726	726	726	726
ENSG00000257288.1_7	1205	1205	1205	1205
ENSG00000286351.2_3	478	478	533	732
ENSG00000286279.3_4	6636	6636	6636	6636
ENSG00000258214.1_10	348	348	348	348
ENSG00000212599.1	101	101	101	101
ENSG00000251931.1	100	100	100	100
ENSG00000257230.1_9	583	583	583	583
ENSG00000266724.1	83	83	83	83
ENSG00000265430.1	92	92	92	92
ENSG00000202471.1	151	151	151	151
ENSG00000118596.12_13	5663	2250	11936	12443
ENSG00000257146.1_7	247	247	247	247
ENSG00000237176.4_7	475	475	475	475
ENSG00000264437.1	87	87	87	87
ENSG00000257294.2_10	989	989	989	989
ENSG00000287014.1_5	1321	1321	1321	1321
ENSG00000258184.1_7	391	391	391	391
ENSG00000252607.1	118	118	118	118
ENSG00000251822.1	114	114	114	114
ENSG00000257865.1_8	311	311	311	311
ENSG00000257308.1_7	1779	1779	1779	1779
ENSG00000258336.2_7	777	777	777	777
